"tconst","primaryTitle","startYear","genres","decade","averageRating","numVotes"
"tt6964076","Pavarotti",2019,"Biography,Documentary,Music","2010s",7.5,4113
"tt1190536","Black Dynamite",2009,"Action,Comedy","2000s",7.4,54353
"tt0091538","Mona Lisa",1986,"Crime,Drama,Romance","1980s",7.3,20416
"tt0066730","10 Rillington Place",1971,"Biography,Crime,Drama","1970s",7.5,10914
"tt0235060","The Road Home",1999,"Drama,Romance","1990s",7.7,14509
"tt3422078","April and the Extraordinary World",2015,"Adventure,Animation,Comedy","2010s",7.3,9045
"tt1483797","Redline",2009,"Action,Animation,Sci-Fi","2000s",7.5,20818
"tt18184122","Redrum",2022,"Mystery,Thriller","2020s",8.1,3027
"tt21376900","Bobi Wine: The People's President",2022,"Documentary","2020s",7.1,1983
"tt0266260","Arjun",1985,"Action,Crime,Drama","1980s",7.3,1284
"tt10217550","Vinci Da",2019,"Crime,Mystery,Thriller","2010s",7.3,3084
"tt3447364","Detective Byomkesh Bakshy!",2015,"Action,Crime,Drama","2010s",7.6,25536
"tt5140248","The Beginning of Life",2016,"Documentary,Family","2010s",7.4,1044
"tt2577150","Traffic Department",2012,"Crime,Drama","2010s",7.3,5450
"tt0438315","Peaceful Warrior",2006,"Drama,Romance,Sport","2000s",7.2,31501
"tt0094076","The South",1988,"Drama","1980s",7.3,1174
"tt0946998","Dead Time",2007,"Crime,Fantasy,Horror","2000s",7,1169
"tt3516378","Miss Granny",2014,"Comedy,Fantasy,Music","2010s",7.2,4733
"tt10588750","Doraemon the Movie: Nobita's New Dinosaur",2020,"Adventure,Animation,Comedy","2020s",7.1,1970
"tt14614892","Dragon Ball Super: Super Hero",2022,"Action,Adventure,Animation","2020s",7.1,18668
"tt10687116","Entergalactic",2022,"Animation,Comedy,Music","2020s",7.4,20470
"tt0072272","That's Entertainment!",1974,"Documentary,Family,Musical","1970s",7.8,5681
"tt0086617","The Year of Living Dangerously",1982,"Drama,Romance,War","1980s",7.1,24716
"tt0098055","Red Wood Pigeon",1989,"Comedy,Sport","1980s",7.1,3406
"tt5335314","One Step Behind the Seraphim",2017,"Drama","2010s",8.1,3985
"tt0093312","Jimi Plays Monterey",1986,"Documentary,Music","1980s",8.1,1574
"tt0085210","Bad Boys",1983,"Crime,Drama,Thriller","1980s",7.2,18698
"tt0086242","The Makioka Sisters",1983,"Drama,Romance","1980s",7.2,1906
"tt1198196","Election Day",2007,"Comedy","2000s",7.4,4400
"tt16345484","I Am What I Am",2021,"Animation,Comedy,Drama","2020s",7.5,2147
"tt18184012","Love Mocktail 2",2022,"Drama,Romance","2020s",7.4,2776
"tt11138512","The Northman",2022,"Action,Adventure,Drama","2020s",7,298381
"tt0422708","Private Alexandria",2005,"Crime,Drama,Mystery","2000s",7.2,2334
"tt0075995","Equus",1977,"Drama,Mystery","1970s",7.1,9262
"tt0084324","Meri Jung",1985,"Action,Drama","1980s",7.2,1624
"tt0082666","Ljubi, ljubi, al' glavu ne gubi",1981,"Comedy,Romance","1980s",7.1,1589
"tt0087892","A Passage to India",1984,"Adventure,Drama,History","1980s",7.3,23069
"tt0342275","A Decade Under the Influence",2003,"Documentary","2000s",7.6,2885
"tt1890363","Buddha in a Traffic Jam",2016,"Crime,Thriller","2010s",7.1,8204
"tt1935179","Mud",2012,"Adventure,Drama","2010s",7.3,199334
"tt0432325","The Cave of the Yellow Dog",2005,"Drama,Family","2000s",7.5,3796
"tt7115920","Lots of Kids, a Monkey and a Castle",2017,"Documentary","2010s",7.5,1750
"tt16492678","Demon Slayer: Kimetsu no Yaiba - Tsuzumi Mansion Arc",2021,"Action,Animation,Fantasy","2020s",8.4,36012
"tt0120815","Saving Private Ryan",1998,"Drama,War","1990s",8.6,1634155
"tt0208032","Canone Inverso",2000,"Drama","2000s",7,1324
"tt1801071","See You in Montevideo",2014,"Adventure,Biography,Comedy","2010s",8.1,8220
"tt14107554","Dasvi",2022,"Comedy,Drama","2020s",7.3,62604
"tt0066500","Hope",1970,"Drama","1970s",7.9,4650
"tt0846040","My Brother Is an Only Child",2007,"Comedy,Crime,Drama","2000s",7,6925
"tt13095604","The Phenomenon",2020,"Documentary","2020s",7.4,5036
"tt30460694","Currency Nagar",2023,"Drama,Romance,Thriller","2020s",8.3,2143
"tt0101995","Hamis a baba",1991,"Comedy,Crime","1990s",7.1,1164
"tt0334226","Remake",2003,"Drama,History,War","2000s",7.6,1143
"tt3501632","Thor: Ragnarok",2017,"Action,Adventure,Comedy","2010s",7.9,892377
"tt5777628","One More Time with Feeling",2016,"Documentary,Music","2010s",8.2,5792
"tt0446755","The Painted Veil",2006,"Drama,Romance","2000s",7.4,99922
"tt0111590","Vanya on 42nd Street",1994,"Comedy,Drama,Romance","1990s",7.3,5674
"tt1852036","Mr Perfect",2011,"Comedy,Drama,Romance","2010s",7.1,5188
"tt0465538","Michael Clayton",2007,"Crime,Drama,Mystery","2000s",7.2,183605
"tt1869682","SuckSeed",2011,"Comedy,Music,Romance","2010s",7.4,2863
"tt2391492","Balak Palak",2013,"Family","2010s",8.1,2045
"tt19883634","The Old Oak",2023,"Drama","2020s",7.1,14357
"tt0091506","The Beekeeper",1986,"Drama","1980s",7.2,3291
"tt1093842","My Winnipeg",2007,"Comedy,Documentary,Drama","2000s",7.5,6024
"tt11314148","Shiddat",2021,"Romance","2020s",7.6,26869
"tt0318034","Russian Ark",2002,"Drama,Fantasy,History","2000s",7.2,22946
"tt4431208","Ice Guardians",2016,"Documentary,Sport","2010s",7.4,1940
"tt0092965","Empire of the Sun",1987,"Drama,War","1980s",7.7,142621
"tt0083190","Thief",1981,"Action,Crime,Drama","1980s",7.4,49047
"tt0102293","Riki-Oh: The Story of Ricky",1991,"Action,Comedy,Crime","1990s",7,16523
"tt7095482","The Candidate",2018,"Drama,Mystery,Thriller","2010s",7.1,10271
"tt0066993","The Devils",1971,"Biography,Drama,History","1970s",7.7,21227
"tt0434008","Election",2005,"Crime,Drama,Thriller","2000s",7.1,12360
"tt21332486","Not Just a Girl",2022,"Biography,Documentary,Music","2020s",7.1,1672
"tt0260414","Taking Sides",2001,"Drama,Music,War","2000s",7,4187
"tt0796366","Star Trek",2009,"Action,Adventure,Sci-Fi","2000s",7.9,637817
"tt2405792","Elaine Stritch: Shoot Me",2013,"Documentary","2010s",7.5,1061
"tt0080979","Kagemusha: The Shadow Warrior",1980,"Drama,History,War","1980s",7.9,40866
"tt14989778","Oke Oka Jeevitham",2022,"Drama,Sci-Fi,Thriller","2020s",7.8,3501
"tt20234774","Wicked Little Letters",2023,"Comedy,Crime,Drama","2020s",7,44458
"tt0177484","Aadmi Aur Apsara",1991,"Fantasy","1990s",8,1277
"tt3146022","Be Natural: The Untold Story of Alice Guy-Blaché",2018,"Biography,Documentary,History","2010s",7.7,1251
"tt8068936","I Am Paul Walker",2018,"Biography,Documentary","2010s",7.6,1272
"tt4900018","Keith Richards: Under the Influence",2015,"Documentary,Music","2010s",7.1,3841
"tt12981538","The Goat and Her Three Kids",2022,"Drama,Horror,Thriller","2020s",7.2,4578
"tt6343314","Creed II",2018,"Action,Drama,Sport","2010s",7.1,169926
"tt0100699","On Tour",1990,"Comedy,Drama","1990s",7,1139
"tt0210843","The Same Love, the Same Rain",1999,"Comedy,Drama,Romance","1990s",7.3,3839
"tt0094980","The Decline of Western Civilization Part II: The Metal Years",1988,"Documentary,Music","1980s",7.2,4864
"tt2358456","I Am Big Bird: The Caroll Spinney Story",2014,"Biography,Documentary,Drama","2010s",7.5,1805
"tt0398286","Tangled",2010,"Adventure,Animation,Comedy","2010s",7.7,543686
"tt0339489","Palabras encadenadas",2003,"Crime,Drama,Thriller","2000s",7,2632
"tt15772866","Christmas with the Chosen: The Messengers",2021,"Music","2020s",8,1054
"tt0089746","The Funeral",1984,"Comedy","1980s",7.2,2292
"tt2375559","1: Nenokkadine",2014,"Action,Thriller","2010s",7.9,47724
"tt0796307","Under the Same Moon",2007,"Adventure,Drama","2000s",7.3,7909
"tt2875926","My Sweet Pepper Land",2013,"Drama","2010s",7,2774
"tt1327035","Dev.D",2009,"Comedy,Drama,Romance","2000s",7.9,34157
"tt1891757","Bol",2011,"Drama","2010s",8.2,9421
"tt1780856","Stopped on Track",2011,"Drama","2010s",7.6,1784
"tt15840674","Madhurapudi Gramam Ane Nenu",2023,"Crime","2020s",7.9,2004
"tt7458920","Faster Fene",2017,"Action,Crime,Mystery","2010s",7.8,1134
"tt30319503","Dìdi",2024,"Comedy,Drama","2020s",7.3,15840
"tt8747460","Eduardo and Monica",2020,"Drama,Romance","2020s",7.3,1893
"tt6864046","Shadow",2018,"Action,Adventure,Fantasy","2010s",7,19811
"tt6999052","Mario",2018,"Drama,Romance,Sport","2010s",7.4,6013
"tt4633694","Spider-Man: Into the Spider-Verse",2018,"Action,Adventure,Animation","2010s",8.4,785312
"tt0094641","Amanece, que no es poco",1989,"Comedy,Fantasy","1980s",7.4,4607
"tt0325675","Boats Out of Watermelon Rinds",2004,"Comedy,Drama,Family","2000s",7.7,6884
"tt2125501","Electric Boogaloo: The Wild, Untold Story of Cannon Films",2014,"Biography,Documentary,History","2010s",7.4,6360
"tt5029608","Frantz",2016,"Drama,History,Romance","2010s",7.5,18716
"tt27751957","El 47",2024,"Biography","2020s",7.2,5093
"tt0071585","Conversation Piece",1974,"Drama,Romance","1970s",7.3,5757
"tt15893750","Rye Lane",2023,"Comedy,Drama,Romance","2020s",7.2,16050
"tt0334725","Wondrous Oblivion",2003,"Comedy,Drama,Family","2000s",7.1,1307
"tt0092618","Barfly",1987,"Comedy,Drama,Romance","1980s",7.1,23482
"tt11941694","The Blue Star",2023,"Drama,Music","2020s",7.3,1423
"tt0072783","Chupke Chupke",1975,"Comedy,Drama,Romance","1970s",8.3,13925
"tt11306376","Jathi Ratnalu",2021,"Comedy","2020s",7.4,8806
"tt9426210","Weathering with You",2019,"Animation,Drama,Fantasy","2010s",7.5,69641
"tt0071449","The Common Man",1975,"Drama","1970s",7.4,1187
"tt0093664","Dark Eyes",1987,"Comedy,Drama,Romance","1980s",7.3,3810
"tt0087123","Strangler vs. Strangler",1984,"Comedy,Crime,Horror","1980s",8,4960
"tt8268302","I Work at the Cemetery",2021,"Comedy,Crime,Drama","2020s",7.4,2058
"tt0398808","Bridge to Terabithia",2007,"Drama,Family,Fantasy","2000s",7.2,190882
"tt0119670","The Mighty",1998,"Comedy,Drama","1990s",7.2,14852
"tt0080437","The Big Red One",1980,"Drama,War","1980s",7.1,22835
"tt0948544","Troubled Water",2008,"Drama,Music","2000s",7.5,6396
"tt6510332","McQueen",2018,"Biography,Documentary","2010s",7.7,8921
"tt4629266","Born in China",2016,"Documentary","2010s",7.2,4287
"tt7010412","The Great Buddha+",2017,"Comedy,Crime,Drama","2010s",7.6,5446
"tt7653254","Marriage Story",2019,"Drama,Romance","2010s",7.9,371254
"tt5117428","Wild Rose",2018,"Drama,Music","2010s",7.1,16858
"tt0297884","Far from Heaven",2002,"Drama,Romance","2000s",7.3,51564
"tt0100196","Mountains of the Moon",1990,"Adventure,Drama,History","1990s",7.1,4715
"tt2170667","Wheels",2014,"Drama","2010s",7.4,6900
"tt0468644","Love Is All",2007,"Comedy,Romance","2000s",7,8335
"tt0114369","Se7en",1995,"Crime,Drama,Mystery","1990s",8.6,2014508
"tt0079596","My Brilliant Career",1979,"Biography,Drama,Romance","1970s",7.1,5283
"tt20784402","Madhi",2022,"Musical","2020s",8.8,2216
"tt0070643","Scarecrow",1973,"Drama","1970s",7.2,21970
"tt21261388","Gargi",2022,"Drama,Thriller","2020s",8.1,8302
"tt15340724","20th Century Girl",2022,"Drama,Romance","2020s",7.4,15136
"tt0423853","Be Here to Love Me",2004,"Biography,Documentary,Music","2000s",7.8,1508
"tt8364418","Adanga Maru",2018,"Action,Crime,Drama","2010s",7.1,3121
"tt8693770","The Cold Blue",2018,"Documentary,War","2010s",7.7,1218
"tt0212132","The Tracker",2002,"Drama,Western","2000s",7.3,3505
"tt0216787","The Taste of Others",2000,"Comedy,Drama,Romance","2000s",7.2,11171
"tt0093603","Nayakan",1987,"Crime,Drama","1980s",8.6,27794
"tt0415607","The Willow Tree",2005,"Drama","2000s",7.3,4740
"tt11075264","Thallumaala",2022,"Action,Comedy,Drama","2020s",7,8069
"tt4572514","Patriots Day",2016,"Action,Crime,Drama","2010s",7.3,121901
"tt0355715","His Excellency the Minister",2002,"Drama,Mystery,Thriller","2000s",7.2,1503
"tt28288786","Premalu",2024,"Comedy,Romance","2020s",7.8,23290
"tt0088412","Where the Green Ants Dream",1984,"Drama","1980s",7,2918
"tt0107692","Ninja Scroll",1993,"Action,Adventure,Animation","1990s",7.8,44542
"tt11810546","Beyond the Dream",2019,"Drama,Romance","2010s",7.1,1109
"tt0453740","Kaadhal",2004,"Romance","2000s",7.6,1359
"tt2673882","Jatt & Juliet 2",2013,"Comedy,Romance","2010s",7.3,2374
"tt3426262","Pannaiyarum Padminiyum",2014,"Comedy,Drama","2010s",7.9,2403
"tt0488414","Omkara",2006,"Action,Crime,Drama","2000s",8,23849
"tt8106568","Momentum Generation",2018,"Documentary","2010s",8.1,1514
"tt5424228","Love, Gilda",2018,"Documentary","2010s",7.4,1966
"tt0349878","Netaji Subhas Chandra Bose: The Forgotten Hero",2005,"Biography,Drama,History","2000s",7.6,1448
"tt0065457","Beg",1971,"Drama,History,War","1970s",7.7,1400
"tt1798709","Her",2013,"Drama,Romance,Sci-Fi","2010s",8,725408
"tt21108804","Phule",2024,"Biography","2020s",8.1,3159
"tt0104553","All's Well, Ends Well",1992,"Comedy,Romance","1990s",7.2,2889
"tt0104652","Porco Rosso",1992,"Adventure,Animation,Comedy","1990s",7.7,116059
"tt0070463","New Mischief by Emil",1972,"Comedy,Drama,Family","1970s",7.3,2920
"tt2325675","Em Magan",2006,"Drama,Romance","2000s",8,1337
"tt0200849","My Best Fiend",1999,"Biography,Documentary","1990s",7.8,13123
"tt2585562","Pizza",2012,"Horror,Thriller","2010s",7.9,9675
"tt5611648","Joker",2016,"Comedy,Drama","2010s",8.3,3860
"tt0466561","The Border Post",2006,"Comedy,Drama","2000s",7.6,7142
"tt1568150","Joan Rivers: A Piece of Work",2010,"Biography,Comedy,Documentary","2010s",7.4,3908
